Accident_ID,Accident_Date,Time,Day_of_Week,Sunrise_Sunset,City,State,Country,Area_Type,Junction_Type,Light_Condition,Road_Surface_Type,Road_Condition,Weather,Temperature,Visibility,Wind_Speed,Humidity,Vehicle_Type,No_of_Vehicles,Vehicle_Service_Year,Driver_Age_Band,Driver_Gender,Driving_Experience,Injuries,Fatalities,Casualty_Class,Casualty_Severity,Accident_Severity,Accident_Cause,Alcohol_Involved,Emergency_Response_Time
642,2020-01-29,18:11,Wednesday,Day,Pune,KA,India,Urban,Crossroad,Street Light,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Truck,1,8,60+,Female,Unknown,5,1,Pedestrian,Serious,Major,Weather,No,58
643,2023-04-03,14:30,Monday,Day,Kolkata,MH,India,Urban,None,Street Light,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Car,2,6,36-45,Male,Unknown,1,2,Passenger,Minor,Minor,Mechanical Failure,No,14
644,2023-12-16,22:13,Saturday,Day,Delhi,DL,India,Rural,Roundabout,Daylight,Concrete,Wet,Clear,42.2,3.6,34.1,64,Truck,3,18,46-60,Female,Unknown,7,1,Unknown,Serious,Major,Unknown,No,54
645,2020-12-04,10:25,Friday,Night,Chennai,MH,India,Urban,T-Junction,Dark,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Bike,1,11,18-25,Female,Unknown,0,1,Pedestrian,Fatal,Minor,Weather,Yes,27
646,2023-10-20,09:26,Friday,Day,Mumbai,WB,India,Highway,Unknown,Daylight,Asphalt,Unknown,Clear,42.2,3.6,34.1,64,Truck,3,6,Unknown,Female,Intermediate,7,1,Pedestrian,Minor,Major,Weather,No,28
647,2023-09-27,10:37,Wednesday,Day,Delhi,TS,India,Rural,Roundabout,Unknown,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Bus,5,17,36-45,Male,Unknown,0,0,Passenger,Fatal,Major,Mechanical Failure,No,52
648,2021-05-14,01:42,Friday,Day,Bengaluru,TS,India,Urban,None,Street Light,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,2,10,60+,Male,Intermediate,6,0,Passenger,Fatal,Fatal,Drunk Driving,Yes,8
649,2021-05-25,18:05,Tuesday,Night,Delhi,KA,India,Highway,Roundabout,Street Light,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Car,4,19,46-60,Male,Beginner,4,1,Driver,Serious,Minor,Overspeeding,No,21
650,2023-09-12,13:51,Tuesday,Day,Hyderabad,TS,India,Urban,None,Dark,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Truck,2,15,Unknown,Male,Unknown,4,2,Passenger,Fatal,Minor,Overspeeding,No,52
651,2020-08-04,05:48,Tuesday,Day,Hyderabad,TS,India,Rural,None,Street Light,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Bus,3,16,Unknown,Female,Beginner,0,1,Unknown,Minor,Minor,Overspeeding,No,28
652,2023-08-17,09:27,Thursday,Night,Chennai,WB,India,Highway,None,Dark,Gravel,Damaged,Stormy,42.2,3.6,34.1,64,Bike,2,17,18-25,Male,Experienced,0,2,Driver,Minor,Minor,Mechanical Failure,Yes,5
653,2023-03-01,00:34,Wednesday,Day,Pune,TN,India,Rural,Unknown,Street Light,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,5,7,26-35,Male,Unknown,1,3,Pedestrian,Minor,Minor,Weather,Yes,41
654,2022-12-29,07:07,Thursday,Night,Chennai,TN,India,Highway,None,Street Light,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bike,3,19,26-35,Female,Intermediate,7,2,Driver,Minor,Minor,Overspeeding,No,6
655,2023-06-29,19:53,Thursday,Night,Kolkata,MH,India,Highway,Roundabout,Daylight,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bus,3,8,18-25,Female,Experienced,4,1,Pedestrian,Serious,Major,Unknown,No,44
656,2023-12-09,14:55,Saturday,Day,Pune,MH,India,Urban,Crossroad,Daylight,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,5,8,26-35,Female,Unknown,5,2,Passenger,Fatal,Minor,Mechanical Failure,No,52
657,2021-03-20,06:10,Saturday,Night,Pune,TN,India,Highway,Roundabout,Unknown,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Truck,1,5,60+,Male,Beginner,7,2,Driver,Serious,Minor,Mechanical Failure,No,57
658,2022-05-25,06:03,Wednesday,Day,Pune,KA,India,Highway,Unknown,Dark,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Bike,4,11,18-25,Male,Experienced,1,2,Unknown,Minor,Major,Mechanical Failure,No,10
659,2023-04-20,11:25,Thursday,Day,Pune,TN,India,Urban,None,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,2,2,18-25,Male,Intermediate,0,3,Driver,Serious,Major,Drunk Driving,No,18
660,2020-06-15,05:45,Monday,Night,Hyderabad,MH,India,Highway,Crossroad,Daylight,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Bus,4,18,Unknown,Female,Intermediate,3,1,Unknown,Fatal,Minor,Unknown,Yes,59
661,2020-03-31,11:42,Tuesday,Night,Kolkata,DL,India,Highway,Unknown,Dark,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Truck,4,4,26-35,Female,Beginner,4,2,Driver,Fatal,Major,Signal Jump,No,40
662,2021-12-14,18:52,Tuesday,Day,Hyderabad,TS,India,Highway,T-Junction,Daylight,Gravel,Wet,Clear,42.2,3.6,34.1,64,Auto,5,12,Unknown,Female,Intermediate,6,1,Passenger,Serious,Major,Drunk Driving,No,25
663,2020-02-08,04:45,Saturday,Day,Mumbai,WB,India,Highway,T-Junction,Dark,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Bus,1,4,18-25,Female,Unknown,1,3,Pedestrian,Fatal,Minor,Weather,No,29
664,2023-02-23,20:23,Thursday,Night,Kolkata,DL,India,Urban,T-Junction,Street Light,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Car,4,5,46-60,Female,Experienced,4,0,Driver,Minor,Minor,Mechanical Failure,Yes,58
665,2024-01-14,15:56,Sunday,Day,Hyderabad,DL,India,Urban,Crossroad,Unknown,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Bike,3,17,18-25,Male,Unknown,7,1,Pedestrian,Serious,Fatal,Drunk Driving,No,12
666,2020-06-21,12:24,Sunday,Day,Chennai,TS,India,Rural,Roundabout,Unknown,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Bus,1,19,26-35,Male,Intermediate,3,0,Pedestrian,Fatal,Major,Overspeeding,No,56
667,2021-10-14,21:53,Thursday,Day,Hyderabad,TN,India,Highway,Crossroad,Dark,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Car,5,10,26-35,Male,Beginner,5,3,Pedestrian,Minor,Minor,Signal Jump,No,31
668,2022-01-23,19:53,Sunday,Night,Kolkata,KA,India,Urban,Crossroad,Unknown,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Car,4,14,26-35,Female,Unknown,2,3,Driver,Serious,Minor,Mechanical Failure,Yes,18
669,2023-05-28,03:10,Sunday,Day,Kolkata,DL,India,Highway,Crossroad,Daylight,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Bus,5,15,26-35,Unknown,Intermediate,0,0,Pedestrian,Fatal,Minor,Drunk Driving,No,8
670,2022-12-17,16:06,Saturday,Day,Chennai,KA,India,Urban,T-Junction,Unknown,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Car,2,14,60+,Female,Beginner,3,1,Driver,Fatal,Major,Overspeeding,No,50
671,2021-04-20,13:57,Tuesday,Day,Bengaluru,WB,India,Rural,Roundabout,Dark,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Car,5,16,26-35,Male,Unknown,2,0,Unknown,Minor,Minor,Overspeeding,No,12
672,2021-03-31,10:27,Wednesday,Night,Kolkata,WB,India,Highway,Crossroad,Unknown,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Auto,3,8,46-60,Male,Intermediate,7,3,Pedestrian,Fatal,Minor,Drunk Driving,No,31
673,2022-04-08,21:40,Friday,Night,Hyderabad,WB,India,Rural,Roundabout,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Truck,5,9,18-25,Male,Beginner,1,3,Unknown,Serious,Minor,Drunk Driving,No,23
674,2022-06-13,22:44,Monday,Night,Chennai,MH,India,Rural,None,Daylight,Asphalt,Damaged,Foggy,42.2,3.6,34.1,64,Auto,1,8,36-45,Unknown,Beginner,3,1,Pedestrian,Minor,Fatal,Unknown,Yes,34
675,2023-10-16,22:49,Monday,Day,Pune,DL,India,Rural,Crossroad,Street Light,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Truck,2,11,36-45,Male,Unknown,2,1,Driver,Serious,Major,Unknown,No,32
676,2022-10-21,10:46,Friday,Night,Kolkata,WB,India,Urban,Crossroad,Daylight,Gravel,Dry,Clear,42.2,3.6,34.1,64,Car,3,12,60+,Unknown,Unknown,3,2,Driver,Minor,Minor,Unknown,No,31
677,2021-01-21,21:28,Thursday,Day,Delhi,MH,India,Highway,Crossroad,Unknown,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Truck,2,14,36-45,Male,Intermediate,2,0,Unknown,Fatal,Major,Unknown,No,41
678,2020-12-13,18:32,Sunday,Night,Pune,WB,India,Urban,None,Unknown,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Auto,3,18,26-35,Female,Experienced,1,1,Unknown,Minor,Minor,Weather,No,48
679,2020-07-08,03:13,Wednesday,Day,Mumbai,TN,India,Urban,None,Street Light,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Bike,2,12,36-45,Female,Unknown,1,1,Passenger,Minor,Minor,Mechanical Failure,No,7
680,2021-05-19,13:34,Wednesday,Night,Kolkata,DL,India,Highway,T-Junction,Street Light,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bike,4,4,46-60,Female,Unknown,1,0,Passenger,Serious,Minor,Unknown,Yes,53
681,2023-04-29,16:02,Saturday,Day,Chennai,MH,India,Highway,Unknown,Daylight,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Truck,5,13,Unknown,Female,Beginner,7,3,Passenger,Fatal,Minor,Overspeeding,No,32
682,2023-10-24,15:45,Tuesday,Day,Pune,WB,India,Highway,Roundabout,Street Light,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Bike,1,16,26-35,Male,Intermediate,1,0,Pedestrian,Serious,Minor,Weather,No,23
683,2023-12-03,19:28,Sunday,Night,Hyderabad,MH,India,Highway,Unknown,Daylight,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Bus,1,10,36-45,Female,Experienced,1,0,Unknown,Serious,Minor,Overspeeding,No,42
684,2022-04-03,12:14,Sunday,Day,Hyderabad,WB,India,Urban,Crossroad,Dark,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Bike,4,11,26-35,Female,Experienced,5,3,Passenger,Fatal,Minor,Drunk Driving,No,31
685,2022-07-17,13:55,Sunday,Night,Kolkata,TN,India,Highway,Crossroad,Unknown,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Truck,2,12,60+,Female,Unknown,2,0,Unknown,Minor,Minor,Overspeeding,Yes,58
686,2022-07-22,18:37,Friday,Night,Bengaluru,KA,India,Highway,T-Junction,Street Light,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Car,5,18,46-60,Female,Experienced,1,1,Passenger,Serious,Major,Overspeeding,No,27
687,2023-02-14,09:58,Tuesday,Day,Delhi,WB,India,Highway,Unknown,Dark,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,4,2,18-25,Male,Experienced,3,0,Unknown,Minor,Minor,Mechanical Failure,Yes,23
688,2020-05-13,14:52,Wednesday,Day,Kolkata,KA,India,Rural,Crossroad,Dark,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bike,2,19,Unknown,Female,Beginner,3,1,Unknown,Fatal,Minor,Drunk Driving,Yes,17
689,2020-02-27,21:51,Thursday,Night,Chennai,DL,India,Highway,Unknown,Daylight,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Truck,5,5,26-35,Male,Beginner,1,3,Passenger,Minor,Minor,Overspeeding,No,34
690,2021-11-15,05:22,Monday,Night,Pune,TN,India,Highway,T-Junction,Daylight,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,2,10,46-60,Female,Beginner,3,0,Pedestrian,Fatal,Fatal,Signal Jump,Yes,45
691,2021-11-02,09:06,Tuesday,Night,Delhi,DL,India,Urban,Unknown,Street Light,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Bus,1,16,60+,Male,Unknown,1,2,Passenger,Fatal,Fatal,Weather,No,54
692,2020-06-21,21:16,Sunday,Day,Bengaluru,KA,India,Rural,Roundabout,Daylight,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Car,5,12,60+,Male,Experienced,5,0,Unknown,Minor,Fatal,Unknown,Yes,50
693,2022-03-25,17:48,Friday,Night,Kolkata,TN,India,Urban,T-Junction,Dark,Concrete,Wet,Clear,42.2,3.6,34.1,64,Auto,1,9,46-60,Female,Beginner,3,0,Driver,Fatal,Major,Unknown,No,12
694,2023-03-18,08:09,Saturday,Day,Mumbai,TS,India,Rural,Unknown,Dark,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,1,3,36-45,Female,Intermediate,4,1,Pedestrian,Serious,Minor,Overspeeding,Yes,33
695,2020-03-20,09:56,Friday,Day,Delhi,TN,India,Urban,Crossroad,Unknown,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Truck,5,1,46-60,Female,Experienced,7,1,Pedestrian,Serious,Minor,Overspeeding,No,47
696,2022-06-04,06:47,Saturday,Night,Bengaluru,TN,India,Urban,None,Dark,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Bus,4,5,36-45,Unknown,Intermediate,6,2,Driver,Minor,Major,Weather,No,54
697,2023-05-21,17:37,Sunday,Night,Kolkata,TS,India,Highway,None,Street Light,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Bike,2,8,36-45,Male,Experienced,6,2,Passenger,Serious,Major,Overspeeding,No,54
698,2020-07-21,19:32,Tuesday,Day,Kolkata,MH,India,Highway,T-Junction,Unknown,Gravel,Dry,Clear,42.2,3.6,34.1,64,Bus,5,17,46-60,Male,Intermediate,0,3,Unknown,Fatal,Minor,Drunk Driving,No,51
699,2022-02-02,00:43,Wednesday,Day,Chennai,MH,India,Rural,None,Daylight,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Car,1,1,60+,Male,Intermediate,6,3,Passenger,Serious,Minor,Overspeeding,No,10
700,2023-06-06,20:59,Tuesday,Day,Kolkata,MH,India,Rural,Roundabout,Unknown,Gravel,Wet,Clear,42.2,3.6,34.1,64,Bike,2,13,18-25,Male,Unknown,3,0,Unknown,Serious,Major,Drunk Driving,No,21
701,2023-06-04,01:03,Sunday,Day,Mumbai,KA,India,Rural,T-Junction,Dark,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Bus,5,6,18-25,Male,Intermediate,3,1,Driver,Minor,Fatal,Drunk Driving,Yes,33
702,2024-01-04,16:03,Thursday,Night,Kolkata,TN,India,Highway,Crossroad,Street Light,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Car,4,15,46-60,Male,Beginner,6,0,Unknown,Fatal,Minor,Drunk Driving,Yes,44
703,2023-11-26,10:53,Sunday,Day,Hyderabad,WB,India,Urban,Crossroad,Daylight,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Auto,5,7,26-35,Male,Beginner,5,1,Unknown,Serious,Minor,Unknown,No,56
704,2020-02-16,03:00,Sunday,Night,Bengaluru,TS,India,Rural,T-Junction,Daylight,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,5,8,46-60,Female,Experienced,6,3,Passenger,Fatal,Fatal,Weather,No,52
705,2023-06-10,06:29,Saturday,Night,Hyderabad,WB,India,Highway,None,Dark,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Auto,3,3,18-25,Female,Beginner,0,1,Unknown,Minor,Fatal,Drunk Driving,No,58
706,2023-08-21,17:08,Monday,Night,Kolkata,KA,India,Highway,None,Street Light,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,2,15,Unknown,Male,Unknown,6,1,Passenger,Serious,Major,Overspeeding,No,6
707,2023-03-12,02:07,Sunday,Day,Mumbai,TS,India,Urban,Crossroad,Dark,Asphalt,Unknown,Clear,42.2,3.6,34.1,64,Bike,5,4,46-60,Male,Beginner,4,3,Passenger,Fatal,Minor,Mechanical Failure,No,37
708,2023-12-09,23:18,Saturday,Day,Bengaluru,WB,India,Urban,Roundabout,Dark,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Auto,1,9,Unknown,Male,Unknown,0,3,Pedestrian,Serious,Minor,Drunk Driving,No,49
709,2023-10-28,03:49,Saturday,Night,Bengaluru,KA,India,Highway,None,Street Light,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Bike,1,11,Unknown,Male,Beginner,3,1,Driver,Minor,Minor,Overspeeding,No,43
710,2023-07-06,19:58,Thursday,Night,Kolkata,KA,India,Urban,Roundabout,Dark,Concrete,Dry,Clear,42.2,3.6,34.1,64,Bike,3,14,Unknown,Male,Unknown,6,2,Passenger,Minor,Minor,Overspeeding,No,59
711,2021-10-17,10:26,Sunday,Night,Mumbai,KA,India,Urban,None,Street Light,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Bus,1,9,60+,Male,Experienced,1,1,Driver,Fatal,Major,Signal Jump,No,55
712,2021-04-15,13:56,Thursday,Night,Chennai,TS,India,Highway,T-Junction,Street Light,Concrete,Dry,Foggy,42.2,3.6,34.1,64,Auto,5,12,18-25,Male,Experienced,4,3,Pedestrian,Serious,Minor,Overspeeding,No,39
713,2022-08-28,17:27,Sunday,Day,Bengaluru,WB,India,Rural,Unknown,Dark,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Truck,2,5,18-25,Unknown,Beginner,6,2,Passenger,Serious,Minor,Signal Jump,No,35
714,2022-11-01,15:34,Tuesday,Night,Mumbai,WB,India,Rural,Crossroad,Dark,Concrete,Dry,Clear,42.2,3.6,34.1,64,Auto,3,6,18-25,Male,Experienced,6,2,Driver,Fatal,Major,Overspeeding,No,16
715,2023-09-15,14:58,Friday,Day,Delhi,DL,India,Highway,T-Junction,Unknown,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Truck,3,19,60+,Male,Experienced,3,0,Pedestrian,Minor,Minor,Drunk Driving,Yes,35
716,2022-01-05,03:36,Wednesday,Day,Hyderabad,KA,India,Rural,None,Daylight,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Auto,4,5,18-25,Male,Experienced,1,3,Pedestrian,Minor,Minor,Unknown,Yes,30
717,2022-02-22,16:38,Tuesday,Day,Bengaluru,MH,India,Highway,Crossroad,Daylight,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Bike,4,1,26-35,Male,Beginner,1,0,Unknown,Serious,Major,Signal Jump,Yes,48
718,2022-08-25,15:45,Thursday,Day,Delhi,TN,India,Highway,Unknown,Street Light,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Auto,2,10,18-25,Male,Unknown,6,3,Unknown,Fatal,Minor,Signal Jump,No,36
719,2020-12-23,15:38,Wednesday,Night,Bengaluru,DL,India,Urban,Unknown,Unknown,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Auto,2,14,46-60,Male,Beginner,5,2,Driver,Serious,Fatal,Signal Jump,No,53
720,2022-08-29,08:03,Monday,Day,Chennai,DL,India,Rural,None,Street Light,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Auto,3,17,26-35,Male,Intermediate,4,2,Passenger,Minor,Minor,Drunk Driving,No,53
721,2023-12-02,21:10,Saturday,Night,Kolkata,TS,India,Highway,Crossroad,Unknown,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Auto,5,11,36-45,Female,Unknown,3,3,Unknown,Minor,Major,Mechanical Failure,No,54
722,2021-10-29,01:43,Friday,Day,Mumbai,DL,India,Rural,None,Street Light,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Bus,5,4,18-25,Female,Intermediate,2,2,Passenger,Minor,Major,Drunk Driving,No,7
723,2021-01-07,11:29,Thursday,Night,Bengaluru,WB,India,Rural,Unknown,Daylight,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bus,4,18,36-45,Male,Intermediate,1,3,Unknown,Serious,Minor,Mechanical Failure,Yes,24
724,2022-10-28,03:17,Friday,Night,Mumbai,TS,India,Rural,T-Junction,Unknown,Gravel,Damaged,Foggy,42.2,3.6,34.1,64,Bike,2,19,36-45,Female,Experienced,6,1,Unknown,Fatal,Minor,Drunk Driving,No,57
725,2023-02-19,20:06,Sunday,Night,Pune,TS,India,Highway,T-Junction,Dark,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Bike,2,4,60+,Male,Unknown,5,3,Driver,Serious,Fatal,Overspeeding,Yes,51
726,2023-10-03,00:57,Tuesday,Night,Bengaluru,MH,India,Urban,Roundabout,Dark,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,5,12,46-60,Female,Unknown,0,3,Unknown,Fatal,Minor,Drunk Driving,Yes,6
727,2021-11-06,22:25,Saturday,Night,Chennai,KA,India,Rural,Unknown,Daylight,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Bike,4,14,Unknown,Male,Intermediate,2,1,Pedestrian,Serious,Minor,Mechanical Failure,Yes,43
728,2020-03-30,12:05,Monday,Day,Chennai,DL,India,Highway,Unknown,Unknown,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Bus,5,18,46-60,Male,Intermediate,7,2,Unknown,Fatal,Minor,Weather,No,49
729,2021-11-28,05:43,Sunday,Night,Kolkata,KA,India,Rural,None,Dark,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Bike,5,1,36-45,Male,Experienced,5,2,Unknown,Fatal,Major,Overspeeding,Yes,17
730,2023-09-01,07:23,Friday,Day,Kolkata,KA,India,Urban,Roundabout,Dark,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,3,11,60+,Male,Experienced,7,2,Driver,Minor,Minor,Signal Jump,Yes,33
731,2023-04-16,21:18,Sunday,Night,Delhi,KA,India,Rural,Roundabout,Dark,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Truck,2,19,26-35,Unknown,Beginner,7,0,Driver,Minor,Minor,Drunk Driving,Yes,55
732,2021-06-23,04:17,Wednesday,Day,Chennai,TS,India,Highway,Crossroad,Daylight,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bus,3,1,18-25,Male,Unknown,0,0,Pedestrian,Serious,Minor,Unknown,No,10
733,2022-01-01,04:29,Saturday,Day,Mumbai,KA,India,Rural,None,Street Light,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bike,3,1,Unknown,Female,Intermediate,4,3,Driver,Fatal,Minor,Overspeeding,No,46
734,2022-05-18,09:32,Wednesday,Day,Pune,DL,India,Rural,T-Junction,Dark,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Truck,5,3,26-35,Female,Beginner,5,3,Unknown,Minor,Minor,Mechanical Failure,No,12
735,2020-02-10,09:36,Monday,Night,Chennai,TS,India,Rural,Crossroad,Dark,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Bike,4,14,18-25,Male,Experienced,6,3,Pedestrian,Serious,Major,Signal Jump,No,30
736,2022-01-09,11:53,Sunday,Day,Bengaluru,DL,India,Urban,Roundabout,Street Light,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bike,5,8,36-45,Male,Intermediate,1,1,Unknown,Minor,Fatal,Mechanical Failure,No,58
737,2021-05-16,06:08,Sunday,Night,Chennai,TS,India,Rural,T-Junction,Dark,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bus,4,15,60+,Female,Unknown,1,1,Unknown,Fatal,Minor,Overspeeding,No,14
738,2022-08-16,21:20,Tuesday,Night,Pune,TN,India,Highway,Unknown,Unknown,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Bus,2,4,60+,Male,Intermediate,4,0,Pedestrian,Minor,Major,Overspeeding,No,42
739,2023-03-14,11:54,Tuesday,Day,Mumbai,TN,India,Rural,None,Dark,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Bike,1,11,Unknown,Female,Intermediate,1,1,Driver,Serious,Major,Overspeeding,No,48
740,2023-05-09,00:42,Tuesday,Day,Bengaluru,TN,India,Rural,Roundabout,Street Light,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Auto,2,8,Unknown,Female,Beginner,5,3,Driver,Serious,Major,Overspeeding,No,5
741,2022-07-17,20:14,Sunday,Night,Delhi,TN,India,Rural,Unknown,Daylight,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Auto,5,7,46-60,Female,Intermediate,2,1,Unknown,Serious,Minor,Mechanical Failure,No,6
742,2021-04-05,01:51,Monday,Night,Delhi,TS,India,Urban,Roundabout,Daylight,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Car,4,2,Unknown,Unknown,Beginner,5,3,Driver,Serious,Minor,Weather,No,47
743,2022-01-01,06:52,Saturday,Night,Delhi,KA,India,Highway,T-Junction,Unknown,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Car,1,8,46-60,Female,Beginner,2,2,Passenger,Minor,Minor,Overspeeding,No,39
744,2022-01-21,11:53,Friday,Night,Kolkata,MH,India,Rural,Crossroad,Dark,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Car,4,19,26-35,Female,Experienced,5,2,Pedestrian,Serious,Major,Signal Jump,Yes,59
745,2022-07-13,17:02,Wednesday,Night,Bengaluru,WB,India,Highway,T-Junction,Dark,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Bus,4,9,Unknown,Female,Intermediate,4,0,Pedestrian,Serious,Fatal,Mechanical Failure,No,5
746,2022-06-27,06:42,Monday,Night,Delhi,MH,India,Highway,None,Street Light,Asphalt,Damaged,Foggy,42.2,3.6,34.1,64,Bike,1,16,46-60,Male,Beginner,5,3,Unknown,Minor,Minor,Drunk Driving,No,8
747,2023-06-30,17:43,Friday,Day,Kolkata,TN,India,Urban,None,Street Light,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Truck,1,8,18-25,Female,Intermediate,6,2,Unknown,Minor,Fatal,Drunk Driving,No,7
748,2021-01-24,05:36,Sunday,Night,Chennai,KA,India,Highway,Roundabout,Unknown,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Bike,2,8,60+,Male,Unknown,3,3,Pedestrian,Fatal,Minor,Mechanical Failure,Yes,28
749,2022-06-01,00:43,Wednesday,Night,Bengaluru,DL,India,Rural,T-Junction,Unknown,Gravel,Damaged,Clear,42.2,3.6,34.1,64,Bike,3,11,60+,Female,Intermediate,6,1,Unknown,Serious,Major,Mechanical Failure,No,59
750,2020-09-12,10:03,Saturday,Day,Bengaluru,KA,India,Urban,Crossroad,Dark,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,1,7,36-45,Female,Experienced,1,2,Pedestrian,Minor,Major,Overspeeding,No,21
751,2021-12-09,17:03,Thursday,Day,Bengaluru,DL,India,Urban,None,Dark,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Bike,3,2,36-45,Female,Beginner,5,1,Pedestrian,Serious,Major,Mechanical Failure,No,31
752,2021-03-25,16:33,Thursday,Day,Hyderabad,MH,India,Highway,Crossroad,Unknown,Concrete,Wet,Clear,42.2,3.6,34.1,64,Car,3,5,Unknown,Male,Beginner,5,3,Passenger,Minor,Major,Signal Jump,No,29
